date,zone_id,zone_name,consumption_m3,tariff_sar_per_m3,is_actual_leak_period,baseline_m3,residual_m3,z_score,pct_over_baseline,predicted_leak,excess_m3,financial_loss_sar
2026-07-21,Z1,Industrial Plant - Riyadh,456.12,5.5,False,447.525,8.595000000000027,0.3323633697979846,0.019205630970336916,False,0.0,0.0
2026-07-22,Z1,Industrial Plant - Riyadh,434.99,5.5,False,447.525,-12.534999999999968,-0.4952982817831921,-0.028009608401765196,False,0.0,0.0
2026-07-23,Z1,Industrial Plant - Riyadh,459.48,5.5,False,446.585,12.895000000000039,0.5391327037626351,0.028874682311318203,False,0.0,0.0
2026-07-24,Z1,Industrial Plant - Riyadh,500.51,5.5,False,446.585,53.92500000000001,2.193060850453743,0.1207496893088662,False,0.0,0.0
2026-07-25,Z1,Industrial Plant - Riyadh,593.7,5.5,True,446.585,147.11500000000007,5.319094509804298,0.32942217047146694,True,147.11500000000007,809.1325000000004
2026-07-26,Z1,Industrial Plant - Riyadh,579.38,5.5,True,447.525,131.85500000000002,4.767353475785919,0.29463158482766333,True,131.85500000000002,725.2025000000001
2026-07-27,Z1,Industrial Plant - Riyadh,622.2,5.5,True,449.925,172.27500000000003,6.023737459244703,0.3828971495249209,True,172.27500000000003,947.5125000000002
2026-07-28,Z1,Industrial Plant - Riyadh,588.74,5.5,True,449.925,138.815,4.546221644901356,0.30852919931099626,True,138.815,763.4825
2026-07-29,Z1,Industrial Plant - Riyadh,558.11,5.5,True,449.925,108.185,3.276595546204554,0.24045118630882925,True,108.185,595.0175
2026-07-30,Z1,Industrial Plant - Riyadh,589.7,5.5,True,453.875,135.82500000000005,3.3927490938212603,0.2992564031947123,True,135.82500000000005,747.0375000000003
2026-07-31,Z1,Industrial Plant - Riyadh,583.05,5.5,True,456.475,126.57499999999993,2.759329925040398,0.2772879128101209,True,126.57499999999993,696.1624999999997
2026-08-01,Z1,Industrial Plant - Riyadh,638.23,5.5,True,458.155,180.07500000000005,3.491453065404175,0.3930438388754899,True,180.07500000000005,990.4125000000003
2026-08-02,Z1,Industrial Plant - Riyadh,652.96,5.5,True,465.84000000000003,187.12,3.6537804418690176,0.40168298128112656,True,187.12,1029.16
2026-08-03,Z1,Industrial Plant - Riyadh,705.59,5.5,True,472.28499999999997,233.30500000000006,4.637161238829739,0.49399197518447563,True,233.30500000000006,1283.1775000000002
2026-08-04,Z1,Industrial Plant - Riyadh,755.16,5.5,True,477.135,278.025,4.8349953178672305,0.5826967210537898,True,278.025,1529.1374999999998
2026-08-05,Z1,Industrial Plant - Riyadh,439.71,5.5,False,486.495,-46.785000000000025,-0.5834529015829256,-0.09616748373570135,False,0.0,0.0
2026-08-06,Z1,Industrial Plant - Riyadh,453.4,5.5,False,477.135,-23.735000000000014,-0.29986491549851557,-0.049744831127458713,False,0.0,0.0
2026-08-07,Z1,Industrial Plant - Riyadh,461.27,5.5,False,472.28499999999997,-11.014999999999986,-0.15306753985340588,-0.02332278179489077,False,0.0,0.0
2026-08-08,Z1,Industrial Plant - Riyadh,435.6,5.5,False,466.735,-31.13499999999999,-0.47138652741422626,-0.06670808917265685,False,0.0,0.0
2026-08-09,Z1,Industrial Plant - Riyadh,422.53,5.5,False,466.735,-44.20500000000004,-0.6223307038752436,-0.09471113158430382,False,0.0,0.0
2026-08-10,Z1,Industrial Plant - Riyadh,434.41,5.5,False,466.735,-32.32499999999999,-0.4302923583990712,-0.06925771583446708,False,0.0,0.0
2026-08-11,Z1,Industrial Plant - Riyadh,411.48,5.5,False,460.375,-48.89499999999998,-0.7281789729434338,-0.10620689655172409,False,0.0,0.0
2026-08-12,Z1,Industrial Plant - Riyadh,437.12,5.5,False,458.155,-21.034999999999968,-0.28916566036054525,-0.04591240955571797,False,0.0,0.0
2026-08-13,Z1,Industrial Plant - Riyadh,432.6,5.5,False,457.8,-25.19999999999999,-0.3523094028150105,-0.055045871559633,False,0.0,0.0
2026-08-14,Z1,Industrial Plant - Riyadh,425.97,5.5,False,457.8,-31.829999999999984,-0.4450003290318168,-0.06952817824377454,False,0.0,0.0
2026-08-15,Z1,Industrial Plant - Riyadh,418.9,5.5,False,457.8,-38.900000000000034,-0.5438426892660289,-0.08497160332022724,False,0.0,0.0
2026-08-16,Z1,Industrial Plant - Riyadh,400.07,5.5,False,457.8,-57.73000000000002,-0.8070961041472449,-0.12610310179117523,False,0.0,0.0
2026-08-17,Z1,Industrial Plant - Riyadh,439.31,5.5,False,457.8,-18.49000000000001,-0.2476682383620742,-0.04038881607688949,False,0.0,0.0
2026-08-18,Z1,Industrial Plant - Riyadh,438.99,5.5,False,457.8,-18.810000000000002,-0.272081732484554,-0.041087811271297514,False,0.0,0.0
2026-08-19,Z1,Industrial Plant - Riyadh,418.37,5.5,False,456.44,-38.06999999999999,-0.7119884434569238,-0.08340636228200857,False,0.0,0.0
2026-08-20,Z1,Industrial Plant - Riyadh,420.02,5.5,False,456.44,-36.420000000000016,-0.7424239806615067,-0.07979142932258351,False,0.0,0.0
2026-08-21,Z1,Industrial Plant - Riyadh,436.22,5.5,False,446.55499999999995,-10.334999999999923,-0.23880993488148544,-0.023143845662908093,False,0.0,0.0
2026-08-22,Z1,Industrial Plant - Riyadh,416.25,5.5,False,439.51,-23.25999999999999,-0.5844162810737784,-0.052922572865236266,False,0.0,0.0
2026-08-23,Z1,Industrial Plant - Riyadh,429.29,5.5,False,439.15,-9.859999999999957,-0.30746550570685083,-0.022452464989183553,False,0.0,0.0
2026-08-24,Z1,Industrial Plant - Riyadh,447.4,5.5,False,438.055,9.34499999999997,0.3395618126496298,0.02133293764481622,False,0.0,0.0
2026-08-25,Z1,Industrial Plant - Riyadh,562.52,5.5,True,438.055,124.46499999999997,4.522585447986763,0.28413098811793036,True,124.46499999999997,684.5574999999999
2026-08-26,Z1,Industrial Plant - Riyadh,525.62,5.5,True,438.055,87.565,3.1817795746029884,0.1998949903550924,True,87.565,481.60749999999996
2026-08-27,Z1,Industrial Plant - Riyadh,515.2,5.5,True,438.055,77.14500000000004,2.803156344232829,0.17610802296515285,True,77.14500000000004,424.29750000000024
2026-08-28,Z1,Industrial Plant - Riyadh,517.92,5.5,True,438.055,79.86499999999995,2.9019908151163993,0.1823172889249066,True,79.86499999999995,439.2574999999997
2026-08-29,Z1,Industrial Plant - Riyadh,375.42,5.5,False,438.055,-62.63499999999999,-2.2759180455119985,-0.1429843284519067,False,0.0,0.0
2026-08-30,Z1,Industrial Plant - Riyadh,395.49,5.5,False,436.67,-41.18000000000001,-1.7001089196784172,-0.09430462362882727,False,0.0,0.0
2026-08-31,Z1,Industrial Plant - Riyadh,431.02,5.5,False,435.91,-4.890000000000043,-0.2200673770702637,-0.011217911954302592,False,0.0,0.0
2026-09-01,Z1,Industrial Plant - Riyadh,423.9,5.5,False,435.005,-11.105000000000018,-0.4997644626513826,-0.025528442201813814,False,0.0,0.0
2026-09-02,Z1,Industrial Plant - Riyadh,411.21,5.5,False,433.505,-22.295000000000016,-1.0661305553017144,-0.05142962595587137,False,0.0,0.0
2026-09-03,Z1,Industrial Plant - Riyadh,389.35,5.5,False,431.81,-42.45999999999998,-2.1565419915192887,-0.09833028415275231,False,0.0,0.0
2026-09-04,Z1,Industrial Plant - Riyadh,386.06,5.5,False,430.155,-44.09499999999997,-2.055757389951301,-0.10250956050725894,False,0.0,0.0
2026-09-05,Z1,Industrial Plant - Riyadh,381.35,5.5,False,427.63,-46.27999999999997,-2.149823164502529,-0.10822439959778307,False,0.0,0.0
2026-09-06,Z1,Industrial Plant - Riyadh,379.11,5.5,False,424.935,-45.82499999999999,-1.9549993075910759,-0.10784002259169047,False,0.0,0.0
2026-09-07,Z1,Industrial Plant - Riyadh,398.4,5.5,False,424.935,-26.535000000000025,-1.1320437889128043,-0.06244484450563033,False,0.0,0.0
2026-09-08,Z1,Industrial Plant - Riyadh,408.28,5.5,False,421.96,-13.680000000000007,-0.5836200878962562,-0.03242013460991565,False,0.0,0.0
2026-09-09,Z1,Industrial Plant - Riyadh,583.85,5.5,True,421.96,161.89000000000004,6.951666977664552,0.3836619584794769,True,161.89000000000004,890.3950000000002
2026-09-10,Z1,Industrial Plant - Riyadh,577.83,5.5,True,421.96,155.87000000000006,6.182468372808995,0.36939520333680936,True,155.87000000000006,857.2850000000003
2026-09-11,Z1,Industrial Plant - Riyadh,574.76,5.5,True,421.96,152.8,5.288630560514366,0.36211963219262494,True,152.8,840.4000000000001
2026-09-12,Z1,Industrial Plant - Riyadh,557.32,5.5,True,421.96,135.36000000000007,3.9404000519098847,0.3207887003507443,True,135.36000000000007,744.4800000000004
2026-09-13,Z1,Industrial Plant - Riyadh,545.11,5.5,True,426.595,118.51499999999999,3.086083287689171,0.2778161956891196,True,118.51499999999999,651.8325
2026-09-14,Z1,Industrial Plant - Riyadh,562.18,5.5,True,430.155,132.02499999999998,3.0260688988156494,0.3069242482361009,True,132.02499999999998,726.1374999999998
2026-09-15,Z1,Industrial Plant - Riyadh,569.98,5.5,True,430.155,139.82500000000005,2.8967417782021023,0.32505724680638387,True,139.82500000000005,769.0375000000003
2026-09-16,Z1,Industrial Plant - Riyadh,556.16,5.5,True,430.155,126.005,2.437840319766175,0.29292929292929293,True,126.005,693.0274999999999
2026-09-17,Z1,Industrial Plant - Riyadh,545.2,5.5,True,433.62,111.58000000000004,1.945825840408469,0.25732207923988754,False,0.0,0.0
2026-06-20,Z2,Commercial Complex - Dammam,183.38,6.2,False,207.04,-23.659999999999997,-1.6376040399400957,-0.11427743431221019,False,0.0,0.0
2026-06-21,Z2,Commercial Complex - Dammam,185.81,6.2,False,207.04,-21.22999999999999,-1.4694139377822577,-0.10254057187016997,False,0.0,0.0
2026-06-22,Z2,Commercial Complex - Dammam,218.53,6.2,False,207.04,11.490000000000009,0.7952692484747133,0.05549652241112833,False,0.0,0.0
2026-06-23,Z2,Commercial Complex - Dammam,213.5,6.2,False,207.04,6.460000000000008,0.4471226584113708,0.031201700154559545,False,0.0,0.0
2026-06-24,Z2,Commercial Complex - Dammam,210.99,6.2,False,207.04,3.950000000000017,0.27339543354874923,0.019078438948995448,False,0.0,0.0
2026-06-25,Z2,Commercial Complex - Dammam,207.04,6.2,False,207.04,0.0,0.0,0.0,False,0.0,0.0
2026-06-26,Z2,Commercial Complex - Dammam,191.5,6.2,False,207.04,-15.539999999999992,-1.0755860854044412,-0.07505795981452856,False,0.0,0.0
2026-06-27,Z2,Commercial Complex - Dammam,175.96,6.2,False,207.04,-31.079999999999984,-2.1511721708088825,-0.15011591962905713,False,0.0,0.0
2026-06-28,Z2,Commercial Complex - Dammam,178.59,6.2,False,199.26999999999998,-20.67999999999998,-1.4313462191868618,-0.10377879259296421,False,0.0,0.0
2026-06-29,Z2,Commercial Complex - Dammam,217.06,6.2,False,191.5,25.560000000000002,1.7691107041787344,0.13347258485639688,False,0.0,0.0
2026-06-30,Z2,Commercial Complex - Dammam,209.36,6.2,False,199.26999999999998,10.090000000000032,0.6983696011409813,0.05063481708235074,False,0.0,0.0
2026-07-01,Z2,Commercial Complex - Dammam,208.12,6.2,False,207.04,1.0800000000000125,0.07475115651459527,0.005216383307573476,False,0.0,0.0
2026-07-02,Z2,Commercial Complex - Dammam,204.9,6.2,False,207.57999999999998,-2.6799999999999784,-0.18549361061028832,-0.012910685037094029,False,0.0,0.0
2026-07-03,Z2,Commercial Complex - Dammam,194.89,6.2,False,207.04,-12.150000000000006,-0.8409505107891874,-0.058684312210200956,False,0.0,0.0
2026-07-04,Z2,Commercial Complex - Dammam,184.52,6.2,False,205.97,-21.44999999999999,-1.4846410252204159,-0.10414137981259401,False,0.0,0.0
2026-07-05,Z2,Commercial Complex - Dammam,187.4,6.2,False,204.9,-17.5,-1.2112455916716685,-0.0854075158613958,False,0.0,0.0
2026-07-06,Z2,Commercial Complex - Dammam,210.29,6.2,False,199.89499999999998,10.39500000000001,0.7194798814529718,0.05200230120813432,False,0.0,0.0
2026-07-07,Z2,Commercial Complex - Dammam,199.52,6.2,False,204.9,-5.3799999999999955,-0.3723715018967755,-0.026256710590531945,False,0.0,0.0
2026-07-08,Z2,Commercial Complex - Dammam,209.09,6.2,False,202.21,6.8799999999999955,0.47619255261148996,0.0340240344196627,False,0.0,0.0
2026-07-09,Z2,Commercial Complex - Dammam,195.14,6.2,False,204.9,-9.76000000000002,-0.6755289699837433,-0.04763299170326998,False,0.0,0.0
2026-07-10,Z2,Commercial Complex - Dammam,200.5,6.2,False,202.21,-1.710000000000008,-0.11835599781477502,-0.008456555066515048,False,0.0,0.0
2026-07-11,Z2,Commercial Complex - Dammam,193.25,6.2,False,200.5,-7.25,-0.5018017451211199,-0.03615960099750624,False,0.0,0.0
2026-07-12,Z2,Commercial Complex - Dammam,180.92,6.2,False,200.01,-19.090000000000003,-1.3212959054292661,-0.0954452277386131,False,0.0,0.0
2026-07-13,Z2,Commercial Complex - Dammam,195.64,6.2,False,199.52,-3.880000000000024,-0.268550451182063,-0.01944667201283091,False,0.0,0.0
2026-07-14,Z2,Commercial Complex - Dammam,196.88,6.2,False,197.57999999999998,-0.6999999999999886,-0.048449823666865954,-0.00354286871140798,False,0.0,0.0
2026-07-15,Z2,Commercial Complex - Dammam,193.33,6.2,False,196.88,-3.549999999999983,-0.245709820024823,-0.018031288094270535,False,0.0,0.0
2026-07-16,Z2,Commercial Complex - Dammam,183.85,6.2,False,196.26,-12.409999999999997,-0.8589461595797373,-0.0632324467543055,False,0.0,0.0
2026-07-17,Z2,Commercial Complex - Dammam,189.19,6.2,False,195.64,-6.449999999999989,-0.44643051807327133,-0.03296871805356772,False,0.0,0.0
2026-07-18,Z2,Commercial Complex - Dammam,166.03,6.2,False,195.39,-29.359999999999985,-2.03212403265601,-0.15026357541327595,False,0.0,0.0
2026-07-19,Z2,Commercial Complex - Dammam,172.84,6.2,False,195.39,-22.549999999999983,-1.560776462411206,-0.11541020523056443,False,0.0,0.0
2026-07-20,Z2,Commercial Complex - Dammam,186.9,6.2,False,195.39,-8.48999999999998,-0.5876271470452824,-0.04345155842161821,False,0.0,0.0
2026-07-21,Z2,Commercial Complex - Dammam,200.54,6.2,False,195.015,5.525000000000006,0.4484430139721049,0.028331154013793842,False,0.0,0.0
2026-07-22,Z2,Commercial Complex - Dammam,220.43,6.2,True,195.015,25.41500000000002,2.062837864271682,0.13032330846345164,False,0.0,0.0
2026-07-23,Z2,Commercial Complex - Dammam,219.62,6.2,True,195.015,24.605000000000018,1.9970932776078982,0.1261697818116556,False,0.0,0.0
2026-07-24,Z2,Commercial Complex - Dammam,228.34,6.2,True,195.015,33.32500000000002,2.134099649613819,0.17088429095197816,True,33.32500000000002,206.61500000000012
2026-07-25,Z2,Commercial Complex - Dammam,196.02,6.2,True,195.39,0.6300000000000239,0.039227249339512646,0.0032243205895901733,False,0.0,0.0
2026-07-26,Z2,Commercial Complex - Dammam,200.91,6.2,True,195.82999999999998,5.0800000000000125,0.3820923399097978,0.02594086707858864,False,0.0,0.0
2026-07-27,Z2,Commercial Complex - Dammam,235.37,6.2,True,196.45,38.920000000000016,2.9704305922295986,0.19811656910155265,True,38.920000000000016,241.30400000000012
2026-07-28,Z2,Commercial Complex - Dammam,219.8,6.2,True,196.45,23.350000000000023,1.7821057124501842,0.11885976075337248,False,0.0,0.0
2026-07-29,Z2,Commercial Complex - Dammam,224.97,6.2,True,196.45,28.52000000000001,2.1766875768342278,0.14517688979384072,False,0.0,0.0
2026-07-30,Z2,Commercial Complex - Dammam,228.96,6.2,True,196.45,32.51000000000002,2.3925471457265766,0.16548740137439563,True,32.51000000000002,201.56200000000013
2026-07-31,Z2,Commercial Complex - Dammam,235.84,6.2,True,196.45,39.390000000000015,2.753180416143324,0.20050903537795886,True,39.390000000000015,244.2180000000001
2026-08-01,Z2,Commercial Complex - Dammam,201.6,6.2,True,198.2,3.4000000000000057,0.20111980550058556,0.01715438950554998,False,0.0,0.0
2026-08-02,Z2,Commercial Complex - Dammam,160.69,6.2,False,200.01,-39.31999999999999,-2.6317019759483684,-0.1965901704914754,False,0.0,0.0
2026-08-03,Z2,Commercial Complex - Dammam,186.34,6.2,False,200.01,-13.669999999999987,-0.9149380979454265,-0.0683465826708664,False,0.0,0.0
2026-08-04,Z2,Commercial Complex - Dammam,189.34,6.2,False,198.2,-8.859999999999985,-0.6048570980731395,-0.04470232088799186,False,0.0,0.0
2026-08-05,Z2,Commercial Complex - Dammam,190.65,6.2,False,196.45,-5.799999999999983,-0.395956113862777,-0.029524051921608466,False,0.0,0.0
2026-08-06,Z2,Commercial Complex - Dammam,191.9,6.2,False,195.82999999999998,-3.9299999999999784,-0.2955950582373018,-0.020068426696624515,False,0.0,0.0
2026-08-07,Z2,Commercial Complex - Dammam,185.7,6.2,False,195.82999999999998,-10.129999999999995,-0.7619282289933543,-0.051728540060256324,False,0.0,0.0
2026-08-08,Z2,Commercial Complex - Dammam,169.04,6.2,False,194.485,-25.44500000000002,-1.9032345300673088,-0.13083271203434724,False,0.0,0.0
2026-08-09,Z2,Commercial Complex - Dammam,170.38,6.2,False,194.485,-24.105000000000018,-1.694045299003214,-0.12394272051829198,False,0.0,0.0
2026-08-10,Z2,Commercial Complex - Dammam,183.43,6.2,False,194.485,-11.055000000000007,-0.776920588279632,-0.05684243000745562,False,0.0,0.0
2026-08-11,Z2,Commercial Complex - Dammam,196.58,6.2,False,192.615,3.9650000000000034,0.27865130099762475,0.02058510500220649,False,0.0,0.0
2026-08-12,Z2,Commercial Complex - Dammam,195.19,6.2,False,192.615,2.5749999999999886,0.18096522069833038,0.01336863691820465,False,0.0,0.0
2026-08-13,Z2,Commercial Complex - Dammam,183.35,6.2,False,193.54500000000002,-10.195000000000022,-0.6037254866430108,-0.052675088480715185,False,0.0,0.0
2026-08-14,Z2,Commercial Complex - Dammam,188.07,6.2,False,193.54500000000002,-5.475000000000023,-0.3447222317978406,-0.028287995039913312,False,0.0,0.0
2026-08-15,Z2,Commercial Complex - Dammam,162.15,6.2,False,193.54500000000002,-31.39500000000001,-1.9767222771311714,-0.16221033868092696,False,0.0,0.0
2026-08-16,Z2,Commercial Complex - Dammam,167.96,6.2,False,193.54500000000002,-25.585000000000008,-1.6109074521548343,-0.132191480017567,False,0.0,0.0
2026-08-17,Z2,Commercial Complex - Dammam,192.69,6.2,False,193.54500000000002,-0.8550000000000182,-0.053833334828704796,-0.004417577307602977,False,0.0,0.0
2026-08-18,Z2,Commercial Complex - Dammam,183.42,6.2,False,193.94,-10.52000000000001,-0.5792361460974522,-0.054243580488811026,False,0.0,0.0
2026-08-19,Z2,Commercial Complex - Dammam,189.12,6.2,False,192.29500000000002,-3.1750000000000114,-0.21479520173903688,-0.016511089731922366,False,0.0,0.0
2026-08-20,Z2,Commercial Complex - Dammam,261.02,6.2,True,191.275,69.74499999999998,5.8256790117269475,0.36463207423866145,True,69.74499999999998,432.41899999999987
2026-08-21,Z2,Commercial Complex - Dammam,267.59,6.2,True,191.275,76.31499999999997,6.374459728725242,0.39898052542151335,True,76.31499999999997,473.15299999999985
2026-08-22,Z2,Commercial Complex - Dammam,254.14,6.2,True,191.275,62.86499999999998,5.251004531826146,0.32866291987975416,True,62.86499999999998,389.76299999999986
2026-08-23,Z2,Commercial Complex - Dammam,245.73,6.2,True,191.275,54.454999999999984,3.917802059445118,0.28469481113579914,True,54.454999999999984,337.6209999999999
2026-08-24,Z2,Commercial Complex - Dammam,263.7,6.2,True,191.275,72.42499999999998,3.185522872845932,0.37864331459939865,True,72.42499999999998,449.0349999999999
2026-08-25,Z2,Commercial Complex - Dammam,257.73,6.2,True,191.275,66.45500000000001,2.922939903555078,0.34743170827342834,True,66.45500000000001,412.0210000000001
2026-08-26,Z2,Commercial Complex - Dammam,255.73,6.2,True,191.275,64.45499999999998,2.8349724096552924,0.33697555875049,True,64.45499999999998,399.6209999999999
2026-08-27,Z2,Commercial Complex - Dammam,262.45,6.2,True,191.275,71.17499999999998,3.1305431891585673,0.3721082211475623,True,71.17499999999998,441.2849999999999
2026-08-28,Z2,Commercial Complex - Dammam,271.52,6.2,True,191.275,80.24499999999998,3.529475773994088,0.4195268592340869,True,80.24499999999998,497.5189999999999
2026-08-29,Z2,Commercial Complex - Dammam,249.67,6.2,True,191.275,58.39499999999998,2.5684309031389465,0.30529342569598733,True,58.39499999999998,362.0489999999999
2026-08-30,Z2,Commercial Complex - Dammam,165.3,6.2,False,191.275,-25.974999999999994,-0.8255341018920739,-0.13579924192915954,False,0.0,0.0
2026-08-31,Z2,Commercial Complex - Dammam,180.96,6.2,False,191.275,-10.314999999999998,-0.32783000042412863,-0.05392759116455364,False,0.0,0.0
2026-09-01,Z2,Commercial Complex - Dammam,188.08,6.2,False,191.275,-3.194999999999993,-0.10154307817305759,-0.016703698862893704,False,0.0,0.0
2026-09-02,Z2,Commercial Complex - Dammam,181.52,6.2,False,191.275,-9.754999999999995,-0.3047548568177016,-0.05099986929813094,False,0.0,0.0
2026-09-03,Z2,Commercial Complex - Dammam,195.8,6.2,False,190.51,5.2900000000000205,0.16526429447110697,0.02776757125610215,False,0.0,0.0
2026-09-04,Z2,Commercial Complex - Dammam,191.25,6.2,False,190.905,0.34499999999999886,0.010224047101029197,0.0018071815824624753,False,0.0,0.0
2026-09-05,Z2,Commercial Complex - Dammam,161.32,6.2,False,191.97,-30.650000000000006,-0.8431134493457437,-0.15966036359847896,False,0.0,0.0
2026-09-06,Z2,Commercial Complex - Dammam,153.53,6.2,False,191.97,-38.44,-1.054388970893872,-0.20023962077407928,False,0.0,0.0
2026-09-07,Z2,Commercial Complex - Dammam,174.71,6.2,False,191.97,-17.25999999999999,-0.4560905194345164,-0.08990988175235709,False,0.0,0.0
2026-09-08,Z2,Commercial Complex - Dammam,172.69,6.2,False,191.97,-19.28,-0.5094684365409896,-0.10043235922279524,False,0.0,0.0
2026-09-09,Z2,Commercial Complex - Dammam,176.99,6.2,False,190.185,-13.194999999999993,-0.3744963421541626,-0.06937981439125059,False,0.0,0.0
2026-09-10,Z2,Commercial Complex - Dammam,177.92,6.2,False,188.60000000000002,-10.680000000000035,-0.3188121846076593,-0.05662778366914122,False,0.0,0.0
2026-09-11,Z2,Commercial Complex - Dammam,174.99,6.2,False,188.60000000000002,-13.610000000000014,-0.40627657607773715,-0.0721633085896077,False,0.0,0.0
2026-09-12,Z2,Commercial Complex - Dammam,151.56,6.2,False,188.60000000000002,-37.04000000000002,-1.1056931945568977,-0.19639448568398735,False,0.0,0.0
2026-09-13,Z2,Commercial Complex - Dammam,144.25,6.2,False,188.60000000000002,-44.35000000000002,-1.3239064033098924,-0.23515376458112416,False,0.0,0.0
2026-09-14,Z2,Commercial Complex - Dammam,161.67,6.2,False,188.60000000000002,-26.930000000000035,-0.7228747847061878,-0.14278897136797472,False,0.0,0.0
